class,precision,recall,f1,support,class_accuracy,roc_auc
apple,0.8090909090909091,0.89,0.8476190476190476,100,0.89,0.9819515151515151
aquarium_fish,0.8333333333333334,0.85,0.8415841584158416,100,0.85,0.9807424242424242
baby,0.8645833333333334,0.83,0.8469387755102041,100,0.83,0.9348767676767676
bear,0.8181818181818182,0.81,0.8140703517587939,100,0.81,0.9571252525252526
beaver,0.8333333333333334,0.75,0.7894736842105263,100,0.75,0.9066414141414141
bed,0.81,0.81,0.81,100,0.81,0.957079797979798
bee,0.8315789473684211,0.79,0.8102564102564103,100,0.79,0.9380686868686868
beetle,0.7525773195876289,0.73,0.7411167512690355,100,0.73,0.9138717171717171
bicycle,0.8504672897196262,0.91,0.8792270531400966,100,0.91,0.9725484848484849
bottle,0.8446601941747572,0.87,0.8571428571428571,100,0.87,0.9610767676767676
bowl,0.8037383177570093,0.86,0.8309178743961353,100,0.86,0.9622808080808081
boy,0.8333333333333334,0.8,0.8163265306122449,100,0.8,0.9246777777777777
bridge,0.8155339805825242,0.84,0.8275862068965517,100,0.84,0.9827565656565657
bus,0.88,0.88,0.88,100,0.88,0.9853919191919192
butterfly,0.7731958762886598,0.75,0.7614213197969543,100,0.75,0.9218515151515151
camel,0.8380952380952381,0.88,0.8585365853658536,100,0.88,0.9531090909090908
can,0.8365384615384616,0.87,0.8529411764705882,100,0.87,0.9524474747474746
castle,0.7241379310344828,0.84,0.7777777777777778,100,0.84,0.9617202020202019
caterpillar,0.8315789473684211,0.79,0.8102564102564103,100,0.79,0.9581181818181818
cattle,0.7454545454545455,0.82,0.780952380952381,100,0.82,0.9668959595959595
chair,0.8365384615384616,0.87,0.8529411764705882,100,0.87,0.9723828282828283
chimpanzee,0.8709677419354839,0.81,0.8393782383419689,100,0.81,0.9418606060606061
clock,0.8333333333333334,0.85,0.8415841584158416,100,0.85,0.9663535353535353
cloud,0.8181818181818182,0.81,0.8140703517587939,100,0.81,0.9706535353535354
cockroach,0.8282828282828283,0.82,0.8241206030150754,100,0.82,0.9627484848484849
couch,0.8571428571428571,0.78,0.8167539267015707,100,0.78,0.9208131313131314
crab,0.7766990291262136,0.8,0.7881773399014779,100,0.8,0.9287858585858586
crocodile,0.7326732673267327,0.74,0.736318407960199,100,0.74,0.9181767676767677
cup,0.851063829787234,0.8,0.8247422680412371,100,0.8,0.9475626262626262
dinosaur,0.7647058823529411,0.78,0.7722772277227723,100,0.78,0.9431818181818181
dolphin,0.8137254901960784,0.83,0.8217821782178217,100,0.83,0.9563808080808082
elephant,0.7959183673469388,0.78,0.7878787878787878,100,0.78,0.9250343434343434
flatfish,0.8155339805825242,0.84,0.8275862068965517,100,0.84,0.944538383838384
forest,0.7641509433962265,0.81,0.7864077669902912,100,0.81,0.9571414141414141
fox,0.8073394495412844,0.88,0.8421052631578947,100,0.88,0.9550656565656565
girl,0.8804347826086957,0.81,0.84375,100,0.81,0.940689898989899
hamster,0.7628865979381443,0.74,0.751269035532995,100,0.74,0.9305636363636364
house,0.8777777777777778,0.79,0.8315789473684211,100,0.79,0.9451808080808081
kangaroo,0.9032258064516129,0.84,0.8704663212435233,100,0.84,0.9551454545454546
keyboard,0.8037383177570093,0.86,0.8309178743961353,100,0.86,0.9699272727272727
lamp,0.7927927927927928,0.88,0.8341232227488151,100,0.88,0.9596262626262626
lawn_mower,0.8446601941747572,0.87,0.8571428571428571,100,0.87,0.9625787878787879
leopard,0.8163265306122449,0.8,0.8080808080808081,100,0.8,0.9190606060606061
lion,0.8125,0.78,0.7959183673469388,100,0.78,0.9180212121212121
lizard,0.8658536585365854,0.71,0.7802197802197802,100,0.71,0.8943313131313131
lobster,0.7870370370370371,0.85,0.8173076923076923,100,0.85,0.9595656565656566
man,0.8020833333333334,0.77,0.7857142857142857,100,0.77,0.8944141414141413
maple_tree,0.8217821782178217,0.83,0.8258706467661692,100,0.83,0.9762777777777778
motorcycle,0.85,0.85,0.85,100,0.85,0.9831606060606061
mountain,0.8144329896907216,0.79,0.8020304568527918,100,0.79,0.9293242424242424
mouse,0.8367346938775511,0.82,0.8282828282828283,100,0.82,0.9578121212121212
mushroom,0.826530612244898,0.81,0.8181818181818182,100,0.81,0.9385828282828282
oak_tree,0.7920792079207921,0.8,0.7960199004975125,100,0.8,0.9418272727272727
orange,0.7889908256880734,0.86,0.8229665071770335,100,0.86,0.9641686868686868
orchid,0.8235294117647058,0.84,0.8316831683168316,100,0.84,0.9592050505050506
otter,0.7522935779816514,0.82,0.784688995215311,100,0.82,0.9484121212121212
palm_tree,0.803921568627451,0.82,0.8118811881188119,100,0.82,0.9635303030303031
pear,0.8333333333333334,0.9,0.8653846153846154,100,0.9,0.9752828282828283
pickup_truck,0.8317757009345794,0.89,0.8599033816425121,100,0.89,0.9634878787878788
pine_tree,0.7959183673469388,0.78,0.7878787878787878,100,0.78,0.9585111111111112
plain,0.8173076923076923,0.85,0.8333333333333334,100,0.85,0.9679212121212121
