class,precision,recall,f1,support,class_accuracy,roc_auc
apple,0.7978723404255319,0.75,0.7731958762886598,100,0.75,0.9247151515151515
aquarium_fish,0.7835051546391752,0.76,0.7715736040609137,100,0.76,0.9403646464646465
baby,0.7244897959183674,0.71,0.7171717171717171,100,0.71,0.8943434343434344
bear,0.7865168539325843,0.7,0.7407407407407407,100,0.7,0.8806737373737373
beaver,0.7523809523809524,0.79,0.7707317073170732,100,0.79,0.9370646464646465
bed,0.7872340425531915,0.74,0.7628865979381443,100,0.74,0.9478646464646465
bee,0.7547169811320755,0.8,0.7766990291262136,100,0.8,0.9168000000000001
beetle,0.73,0.73,0.73,100,0.73,0.932619191919192
bicycle,0.7192982456140351,0.82,0.7663551401869159,100,0.82,0.9598787878787879
bottle,0.8876404494382022,0.79,0.8359788359788359,100,0.79,0.9498313131313131
bowl,0.7920792079207921,0.8,0.7960199004975125,100,0.8,0.9471939393939394
boy,0.7346938775510204,0.72,0.7272727272727273,100,0.72,0.9131020202020201
bridge,0.78,0.78,0.78,100,0.78,0.9621
bus,0.7222222222222222,0.78,0.75,100,0.78,0.951111111111111
butterfly,0.7058823529411765,0.72,0.7128712871287128,100,0.72,0.9024464646464647
camel,0.8247422680412371,0.8,0.8121827411167513,100,0.8,0.9425616161616162
can,0.7604166666666666,0.73,0.7448979591836735,100,0.73,0.9135494949494949
castle,0.7766990291262136,0.8,0.7881773399014779,100,0.8,0.9438979797979797
caterpillar,0.7623762376237624,0.77,0.7661691542288557,100,0.77,0.8917959595959596
cattle,0.7029702970297029,0.71,0.7064676616915423,100,0.71,0.9201393939393939
chair,0.7684210526315789,0.73,0.7487179487179487,100,0.73,0.9196252525252526
chimpanzee,0.7450980392156863,0.76,0.7524752475247525,100,0.76,0.9197969696969696
clock,0.7692307692307693,0.7,0.7329842931937173,100,0.7,0.9396585858585859
cloud,0.7238095238095238,0.76,0.7414634146341463,100,0.76,0.9295303030303029
cockroach,0.7788461538461539,0.81,0.7941176470588235,100,0.81,0.9446242424242424
couch,0.7659574468085106,0.72,0.7422680412371134,100,0.72,0.9440989898989899
crab,0.7450980392156863,0.76,0.7524752475247525,100,0.76,0.89839898989899
crocodile,0.7395833333333334,0.71,0.7244897959183674,100,0.71,0.9046737373737374
cup,0.7523809523809524,0.79,0.7707317073170732,100,0.79,0.9302303030303031
dinosaur,0.7019230769230769,0.73,0.7156862745098039,100,0.73,0.9001979797979799
dolphin,0.6788990825688074,0.74,0.7081339712918661,100,0.74,0.9292848484848486
elephant,0.7238095238095238,0.76,0.7414634146341463,100,0.76,0.949950505050505
flatfish,0.7714285714285715,0.81,0.7902439024390244,100,0.81,0.9181636363636362
forest,0.8210526315789474,0.78,0.8,100,0.78,0.9394868686868687
fox,0.7446808510638298,0.7,0.7216494845360825,100,0.7,0.9109101010101011
girl,0.7474747474747475,0.74,0.7437185929648241,100,0.74,0.9086353535353535
hamster,0.7142857142857143,0.65,0.680628272251309,100,0.65,0.9046171717171716
house,0.76,0.76,0.76,100,0.76,0.945860606060606
kangaroo,0.8089887640449438,0.72,0.7619047619047619,100,0.72,0.9179151515151516
keyboard,0.8191489361702128,0.77,0.7938144329896907,100,0.77,0.9534909090909091
lamp,0.77,0.77,0.77,100,0.77,0.9367555555555556
lawn_mower,0.8061224489795918,0.79,0.797979797979798,100,0.79,0.9457727272727274
leopard,0.7272727272727273,0.72,0.7236180904522613,100,0.72,0.9451010101010101
lion,0.7526881720430108,0.7,0.7253886010362695,100,0.7,0.9039262626262627
lizard,0.7087378640776699,0.73,0.7192118226600985,100,0.73,0.9110252525252525
lobster,0.7272727272727273,0.8,0.7619047619047619,100,0.8,0.9452646464646465
man,0.7582417582417582,0.69,0.7225130890052356,100,0.69,0.884478787878788
