class,precision,recall,f1,support,class_accuracy,roc_auc
apple,0.88,0.88,0.88,100,0.88,0.9253474747474748
aquarium_fish,0.8877551020408163,0.87,0.8787878787878788,100,0.87,0.9177909090909091
baby,0.87,0.87,0.87,100,0.87,0.9370454545454545
bear,0.8695652173913043,0.8,0.8333333333333334,100,0.8,0.8965848484848485
beaver,0.8514851485148515,0.86,0.8557213930348259,100,0.86,0.9070262626262626
bed,0.8691588785046729,0.93,0.8985507246376812,100,0.93,0.9613656565656565
bee,0.82,0.82,0.82,100,0.82,0.9050919191919191
beetle,0.8529411764705882,0.87,0.8613861386138614,100,0.87,0.907730303030303
bicycle,0.8775510204081632,0.86,0.8686868686868687,100,0.86,0.9274878787878788
bottle,0.90625,0.87,0.8877551020408163,100,0.87,0.9595646464646463
bowl,0.8640776699029126,0.89,0.8768472906403941,100,0.89,0.9415383838383838
boy,0.8080808080808081,0.8,0.8040201005025126,100,0.8,0.8744989898989898
bridge,0.85,0.85,0.85,100,0.85,0.9576010101010101
bus,0.8613861386138614,0.87,0.8656716417910447,100,0.87,0.935811111111111
butterfly,0.8651685393258427,0.77,0.8148148148148148,100,0.77,0.9342808080808079
camel,0.8736842105263158,0.83,0.8512820512820513,100,0.83,0.9333737373737373
can,0.8627450980392157,0.88,0.8712871287128713,100,0.88,0.9365181818181818
castle,0.8333333333333334,0.85,0.8415841584158416,100,0.85,0.9475919191919192
caterpillar,0.9418604651162791,0.81,0.8709677419354839,100,0.81,0.9406959595959596
cattle,0.8018867924528302,0.85,0.8252427184466019,100,0.85,0.927688888888889
chair,0.8584905660377359,0.91,0.883495145631068,100,0.91,0.9540868686868685
chimpanzee,0.82,0.82,0.82,100,0.82,0.9076838383838384
clock,0.9029126213592233,0.93,0.916256157635468,100,0.93,0.9761050505050505
cloud,0.900990099009901,0.91,0.9054726368159204,100,0.91,0.9693484848484849
cockroach,0.84375,0.81,0.826530612244898,100,0.81,0.9144686868686869
couch,0.9175257731958762,0.89,0.9035532994923858,100,0.89,0.958860606060606
crab,0.8556701030927835,0.83,0.8426395939086294,100,0.83,0.9240878787878789
