class,precision,recall,f1,support,class_accuracy,roc_auc
apple,0.7708333333333334,0.74,0.7551020408163265,100,0.74,0.9202727272727272
aquarium_fish,0.7766990291262136,0.8,0.7881773399014779,100,0.8,0.9443282828282827
baby,0.7647058823529411,0.65,0.7027027027027027,100,0.65,0.8561262626262627
bear,0.7653061224489796,0.75,0.7575757575757576,100,0.75,0.8988070707070707
beaver,0.7959183673469388,0.78,0.7878787878787878,100,0.78,0.9270757575757577
bed,0.78125,0.75,0.7653061224489796,100,0.75,0.9213020202020202
bee,0.719626168224299,0.77,0.7439613526570048,100,0.77,0.8882454545454546
beetle,0.7216494845360825,0.7,0.7106598984771574,100,0.7,0.8458232323232324
bicycle,0.7522935779816514,0.82,0.784688995215311,100,0.82,0.9394737373737374
bottle,0.8461538461538461,0.77,0.806282722513089,100,0.77,0.9391494949494948
bowl,0.7227722772277227,0.73,0.7263681592039801,100,0.73,0.8813919191919192
boy,0.7281553398058253,0.75,0.7389162561576355,100,0.75,0.9034484848484848
bridge,0.7378640776699029,0.76,0.7487684729064039,100,0.76,0.9038535353535353
bus,0.7289719626168224,0.78,0.7536231884057971,100,0.78,0.9121656565656566
butterfly,0.7745098039215687,0.79,0.7821782178217822,100,0.79,0.9257191919191919
camel,0.75,0.72,0.7346938775510204,100,0.72,0.8940626262626262
can,0.7941176470588235,0.81,0.801980198019802,100,0.81,0.9549747474747473
castle,0.7572815533980582,0.78,0.7684729064039408,100,0.78,0.907910101010101
caterpillar,0.7634408602150538,0.71,0.7357512953367875,100,0.71,0.8681696969696968
cattle,0.8085106382978723,0.76,0.7835051546391752,100,0.76,0.9292939393939393
chair,0.7596153846153846,0.79,0.7745098039215687,100,0.79,0.9230414141414142
chimpanzee,0.8588235294117647,0.73,0.7891891891891892,100,0.73,0.886678787878788
clock,0.7592592592592593,0.82,0.7884615384615384,100,0.82,0.912849494949495
cloud,0.7522935779816514,0.82,0.784688995215311,100,0.82,0.947131313131313
cockroach,0.7745098039215687,0.79,0.7821782178217822,100,0.79,0.9421767676767676
couch,0.75,0.78,0.7647058823529411,100,0.78,0.9205232323232324
crab,0.7717391304347826,0.71,0.7395833333333334,100,0.71,0.8979111111111111
crocodile,0.7708333333333334,0.74,0.7551020408163265,100,0.74,0.8762515151515152
cup,0.7333333333333333,0.77,0.751219512195122,100,0.77,0.9109555555555555
dinosaur,0.7473684210526316,0.71,0.7282051282051282,100,0.71,0.8515181818181818
dolphin,0.7043478260869566,0.81,0.7534883720930232,100,0.81,0.9195787878787878
elephant,0.7333333333333333,0.77,0.751219512195122,100,0.77,0.9259414141414141
flatfish,0.7916666666666666,0.76,0.7755102040816326,100,0.76,0.9017181818181819
