class,precision,recall,f1,support,class_accuracy,roc_auc
apple,0.7941176470588235,0.81,0.801980198019802,100,0.81,0.9513131313131313
aquarium_fish,0.8387096774193549,0.78,0.8082901554404145,100,0.78,0.9395313131313132
baby,0.76,0.76,0.76,100,0.76,0.9373010101010101
bear,0.7395833333333334,0.71,0.7244897959183674,100,0.71,0.9075818181818184
beaver,0.7789473684210526,0.74,0.7589743589743589,100,0.74,0.9628626262626263
bed,0.8252427184466019,0.85,0.8374384236453202,100,0.85,0.9650777777777777
bee,0.7378640776699029,0.76,0.7487684729064039,100,0.76,0.9319
beetle,0.7311827956989247,0.68,0.7046632124352331,100,0.68,0.9030474747474748
bicycle,0.7575757575757576,0.75,0.7537688442211056,100,0.75,0.9379707070707072
bottle,0.84375,0.81,0.826530612244898,100,0.81,0.9344202020202022
bowl,0.8316831683168316,0.84,0.835820895522388,100,0.84,0.9499737373737374
boy,0.6938775510204082,0.68,0.6868686868686869,100,0.68,0.9048656565656567
bridge,0.8297872340425532,0.78,0.8041237113402062,100,0.78,0.9462757575757575
bus,0.7777777777777778,0.84,0.8076923076923077,100,0.84,0.9429828282828283
butterfly,0.7227722772277227,0.73,0.7263681592039801,100,0.73,0.942059595959596
camel,0.7857142857142857,0.77,0.7777777777777778,100,0.77,0.9120686868686868
can,0.8365384615384616,0.87,0.8529411764705882,100,0.87,0.9468939393939394
castle,0.8144329896907216,0.79,0.8020304568527918,100,0.79,0.9476080808080808
caterpillar,0.6796116504854369,0.7,0.6896551724137931,100,0.7,0.9341646464646465
cattle,0.797752808988764,0.71,0.7513227513227513,100,0.71,0.9166222222222222
chair,0.7403846153846154,0.77,0.7549019607843137,100,0.77,0.9402040404040404
chimpanzee,0.8045977011494253,0.7,0.7486631016042781,100,0.7,0.9146646464646464
clock,0.7757009345794392,0.83,0.8019323671497585,100,0.83,0.9695282828282829
cloud,0.7956989247311828,0.74,0.7668393782383419,100,0.74,0.9257636363636363
cockroach,0.801980198019802,0.81,0.8059701492537313,100,0.81,0.9450111111111111
couch,0.7456140350877193,0.85,0.794392523364486,100,0.85,0.9667828282828282
crab,0.7623762376237624,0.77,0.7661691542288557,100,0.77,0.9349525252525253
crocodile,0.7339449541284404,0.8,0.7655502392344498,100,0.8,0.9039414141414142
cup,0.7830188679245284,0.83,0.8058252427184466,100,0.83,0.9510212121212122
dinosaur,0.7448979591836735,0.73,0.7373737373737373,100,0.73,0.9291757575757575
dolphin,0.7959183673469388,0.78,0.7878787878787878,100,0.78,0.9397787878787879
elephant,0.79,0.79,0.79,100,0.79,0.9214444444444443
flatfish,0.7623762376237624,0.77,0.7661691542288557,100,0.77,0.9393141414141414
forest,0.7358490566037735,0.78,0.7572815533980582,100,0.78,0.942939393939394
fox,0.7549019607843137,0.77,0.7623762376237624,100,0.77,0.9226343434343434
girl,0.7126436781609196,0.62,0.6631016042780749,100,0.62,0.9032878787878788
hamster,0.7835051546391752,0.76,0.7715736040609137,100,0.76,0.9435141414141414
house,0.8118811881188119,0.82,0.8159203980099502,100,0.82,0.9511555555555555
kangaroo,0.7676767676767676,0.76,0.7638190954773869,100,0.76,0.945590909090909
keyboard,0.8333333333333334,0.85,0.8415841584158416,100,0.85,0.9741434343434343
lamp,0.7959183673469388,0.78,0.7878787878787878,100,0.78,0.9244414141414142
lawn_mower,0.7766990291262136,0.8,0.7881773399014779,100,0.8,0.9370909090909091
leopard,0.7475728155339806,0.77,0.7586206896551724,100,0.77,0.9286717171717173
lion,0.8275862068965517,0.72,0.7700534759358288,100,0.72,0.9143777777777777
lizard,0.8255813953488372,0.71,0.7634408602150538,100,0.71,0.9028929292929293
lobster,0.7830188679245284,0.83,0.8058252427184466,100,0.83,0.952160606060606
man,0.7263157894736842,0.69,0.7076923076923077,100,0.69,0.9067616161616161
maple_tree,0.8113207547169812,0.86,0.8349514563106796,100,0.86,0.9643333333333333
motorcycle,0.8202247191011236,0.73,0.7724867724867724,100,0.73,0.9024272727272729
mountain,0.7857142857142857,0.77,0.7777777777777778,100,0.77,0.9640848484848485
mouse,0.7634408602150538,0.71,0.7357512953367875,100,0.71,0.9182595959595959
mushroom,0.7575757575757576,0.75,0.7537688442211056,100,0.75,0.9347787878787879
oak_tree,0.7766990291262136,0.8,0.7881773399014779,100,0.8,0.9312020202020201
orange,0.9,0.81,0.8526315789473684,100,0.81,0.9254505050505051
orchid,0.7843137254901961,0.8,0.7920792079207921,100,0.8,0.9390404040404042
otter,0.79,0.79,0.79,100,0.79,0.9489202020202021
palm_tree,0.801980198019802,0.81,0.8059701492537313,100,0.81,0.9509707070707071
pear,0.7477477477477478,0.83,0.7867298578199052,100,0.83,0.9351444444444444
pickup_truck,0.7428571428571429,0.78,0.7609756097560976,100,0.78,0.9414030303030303
pine_tree,0.7478260869565218,0.86,0.8,100,0.86,0.9657939393939393
plain,0.7878787878787878,0.78,0.7839195979899497,100,0.78,0.9320686868686869
plate,0.8181818181818182,0.81,0.8140703517587939,100,0.81,0.9544777777777779
poppy,0.7685185185185185,0.83,0.7980769230769231,100,0.83,0.9489111111111111
porcupine,0.7378640776699029,0.76,0.7487684729064039,100,0.76,0.9024262626262626
possum,0.7570093457943925,0.81,0.782608695652174,100,0.81,0.9242454545454546
rabbit,0.7798165137614679,0.85,0.8133971291866029,100,0.85,0.9612989898989899
raccoon,0.7701149425287356,0.67,0.7165775401069518,100,0.67,0.9150141414141414
ray,0.7916666666666666,0.76,0.7755102040816326,100,0.76,0.9332777777777777
road,0.8686868686868687,0.86,0.864321608040201,100,0.86,0.9445383838383837
rocket,0.7835051546391752,0.76,0.7715736040609137,100,0.76,0.940850505050505
rose,0.7735849056603774,0.82,0.7961165048543689,100,0.82,0.9648525252525252
sea,0.7714285714285715,0.81,0.7902439024390244,100,0.81,0.9676141414141413
seal,0.7788461538461539,0.81,0.7941176470588235,100,0.81,0.9331969696969696
shark,0.7777777777777778,0.77,0.7738693467336684,100,0.77,0.9390040404040404
shrew,0.7835051546391752,0.76,0.7715736040609137,100,0.76,0.9080959595959596
skunk,0.7340425531914894,0.69,0.711340206185567,100,0.69,0.9087151515151515
skyscraper,0.8181818181818182,0.81,0.8140703517587939,100,0.81,0.9386818181818183
snail,0.8494623655913979,0.79,0.8186528497409327,100,0.79,0.9284424242424243
snake,0.7029702970297029,0.71,0.7064676616915423,100,0.71,0.904
spider,0.8275862068965517,0.72,0.7700534759358288,100,0.72,0.937609090909091
squirrel,0.8064516129032258,0.75,0.7772020725388601,100,0.75,0.9462818181818182
streetcar,0.7837837837837838,0.87,0.8246445497630331,100,0.87,0.9761868686868687
sunflower,0.7008547008547008,0.82,0.7557603686635944,100,0.82,0.957011111111111
sweet_pepper,0.8446601941747572,0.87,0.8571428571428571,100,0.87,0.9548858585858586
table,0.7676767676767676,0.76,0.7638190954773869,100,0.76,0.956660606060606
tank,0.7766990291262136,0.8,0.7881773399014779,100,0.8,0.9501848484848486
telephone,0.8526315789473684,0.81,0.8307692307692308,100,0.81,0.9604353535353536
television,0.826530612244898,0.81,0.8181818181818182,100,0.81,0.949991919191919
tiger,0.7575757575757576,0.75,0.7537688442211056,100,0.75,0.9078858585858585
tractor,0.7745098039215687,0.79,0.7821782178217822,100,0.79,0.9397545454545455
train,0.7727272727272727,0.85,0.8095238095238095,100,0.85,0.9509333333333333
trout,0.72,0.72,0.72,100,0.72,0.9029313131313131
tulip,0.8163265306122449,0.8,0.8080808080808081,100,0.8,0.9376545454545454
turtle,0.7872340425531915,0.74,0.7628865979381443,100,0.74,0.9275212121212122
wardrobe,0.83,0.83,0.83,100,0.83,0.9436262626262626
whale,0.7788461538461539,0.81,0.7941176470588235,100,0.81,0.9486656565656565
willow_tree,0.7884615384615384,0.82,0.803921568627451,100,0.82,0.9461313131313133
