class,precision,recall,f1,support,class_accuracy,roc_auc
apple,0.7764705882352941,0.66,0.7135135135135136,100,0.66,0.8818111111111112
aquarium_fish,0.776595744680851,0.73,0.7525773195876289,100,0.73,0.9258363636363636
baby,0.6808510638297872,0.64,0.6597938144329897,100,0.64,0.9136474747474748
bear,0.77,0.77,0.77,100,0.77,0.9332979797979799
beaver,0.7619047619047619,0.8,0.7804878048780488,100,0.8,0.9301737373737374
bed,0.7722772277227723,0.78,0.7761194029850746,100,0.78,0.9609979797979799
bee,0.7745098039215687,0.79,0.7821782178217822,100,0.79,0.9568060606060605
beetle,0.7444444444444445,0.67,0.7052631578947368,100,0.67,0.9014757575757576
bicycle,0.8041237113402062,0.78,0.7918781725888325,100,0.78,0.946329292929293
bottle,0.7422680412371134,0.72,0.7309644670050761,100,0.72,0.9523737373737373
bowl,0.7522123893805309,0.85,0.7981220657276995,100,0.85,0.9652909090909091
boy,0.6698113207547169,0.71,0.6893203883495146,100,0.71,0.9272666666666668
bridge,0.7477477477477478,0.83,0.7867298578199052,100,0.83,0.9640111111111112
bus,0.7476635514018691,0.8,0.7729468599033816,100,0.8,0.9416626262626262
butterfly,0.7326732673267327,0.74,0.736318407960199,100,0.74,0.927720202020202
camel,0.7553191489361702,0.71,0.7319587628865979,100,0.71,0.9354252525252527
can,0.7614678899082569,0.83,0.7942583732057417,100,0.83,0.952910101010101
castle,0.7684210526315789,0.73,0.7487179487179487,100,0.73,0.9441959595959596
caterpillar,0.6868686868686869,0.68,0.6834170854271356,100,0.68,0.897019191919192
cattle,0.7641509433962265,0.81,0.7864077669902912,100,0.81,0.9676272727272727
chair,0.6964285714285714,0.78,0.7358490566037735,100,0.78,0.9446424242424242
chimpanzee,0.7788461538461539,0.81,0.7941176470588235,100,0.81,0.9565131313131313
clock,0.7358490566037735,0.78,0.7572815533980582,100,0.78,0.9287020202020201
cloud,0.7575757575757576,0.75,0.7537688442211056,100,0.75,0.952178787878788
cockroach,0.7326732673267327,0.74,0.736318407960199,100,0.74,0.9256505050505051
couch,0.8,0.76,0.7794871794871795,100,0.76,0.9342131313131313
crab,0.6822429906542056,0.73,0.7053140096618358,100,0.73,0.9115525252525252
crocodile,0.7211538461538461,0.75,0.7352941176470589,100,0.75,0.9189232323232323
cup,0.6923076923076923,0.72,0.7058823529411765,100,0.72,0.9424484848484848
dinosaur,0.696078431372549,0.71,0.7029702970297029,100,0.71,0.9228555555555555
dolphin,0.75,0.69,0.71875,100,0.69,0.9210464646464647
elephant,0.7578947368421053,0.72,0.7384615384615385,100,0.72,0.9548505050505052
flatfish,0.7956989247311828,0.74,0.7668393782383419,100,0.74,0.9208737373737375
forest,0.8235294117647058,0.7,0.7567567567567568,100,0.7,0.936028282828283
fox,0.7752808988764045,0.69,0.7301587301587301,100,0.69,0.9334111111111111
girl,0.7448979591836735,0.73,0.7373737373737373,100,0.73,0.927040404040404
hamster,0.7373737373737373,0.73,0.7336683417085427,100,0.73,0.9354727272727273
house,0.7849462365591398,0.73,0.7564766839378239,100,0.73,0.9034787878787879
kangaroo,0.7333333333333333,0.66,0.6947368421052632,100,0.66,0.9124717171717172
keyboard,0.7830188679245284,0.83,0.8058252427184466,100,0.83,0.9482727272727272
lamp,0.7307692307692307,0.76,0.7450980392156863,100,0.76,0.9286070707070706
lawn_mower,0.75,0.78,0.7647058823529411,100,0.78,0.9508464646464646
leopard,0.7319587628865979,0.71,0.7208121827411168,100,0.71,0.9285646464646465
lion,0.8043478260869565,0.74,0.7708333333333334,100,0.74,0.9457262626262627
lizard,0.7010309278350515,0.68,0.6903553299492385,100,0.68,0.8992353535353536
lobster,0.6923076923076923,0.72,0.7058823529411765,100,0.72,0.9110686868686869
man,0.8095238095238095,0.68,0.7391304347826086,100,0.68,0.9249111111111111
maple_tree,0.7115384615384616,0.74,0.7254901960784313,100,0.74,0.9162666666666667
motorcycle,0.78,0.78,0.78,100,0.78,0.9570363636363636
mountain,0.75,0.75,0.75,100,0.75,0.9272252525252525
mouse,0.7956989247311828,0.74,0.7668393782383419,100,0.74,0.9477757575757575
mushroom,0.7477477477477478,0.83,0.7867298578199052,100,0.83,0.9588474747474748
oak_tree,0.7563025210084033,0.9,0.821917808219178,100,0.9,0.9645848484848485
orange,0.6504854368932039,0.67,0.6600985221674877,100,0.67,0.9149878787878787
orchid,0.7741935483870968,0.72,0.7461139896373057,100,0.72,0.9534020202020201
otter,0.7524752475247525,0.76,0.7562189054726368,100,0.76,0.9459323232323232
palm_tree,0.7888888888888889,0.71,0.7473684210526316,100,0.71,0.9198939393939394
pear,0.7314814814814815,0.79,0.7596153846153846,100,0.79,0.9387767676767678
pickup_truck,0.78,0.78,0.78,100,0.78,0.9516888888888889
pine_tree,0.7075471698113207,0.75,0.7281553398058253,100,0.75,0.9583373737373737
plain,0.7835051546391752,0.76,0.7715736040609137,100,0.76,0.935820202020202
plate,0.75,0.72,0.7346938775510204,100,0.72,0.9396656565656566
poppy,0.7352941176470589,0.75,0.7425742574257426,100,0.75,0.9368666666666666
porcupine,0.7731958762886598,0.75,0.7614213197969543,100,0.75,0.9071505050505051
possum,0.7019230769230769,0.73,0.7156862745098039,100,0.73,0.9214111111111111
rabbit,0.7551020408163265,0.74,0.7474747474747475,100,0.74,0.892440404040404
raccoon,0.7216494845360825,0.7,0.7106598984771574,100,0.7,0.9200828282828283
ray,0.7254901960784313,0.74,0.7326732673267327,100,0.74,0.9321303030303031
road,0.7589285714285714,0.85,0.8018867924528302,100,0.85,0.9792030303030302
rocket,0.7291666666666666,0.7,0.7142857142857143,100,0.7,0.9210161616161616
rose,0.7523809523809524,0.79,0.7707317073170732,100,0.79,0.9634434343434344
sea,0.8461538461538461,0.77,0.806282722513089,100,0.77,0.9345161616161617
seal,0.7692307692307693,0.8,0.7843137254901961,100,0.8,0.96410101010101
shark,0.7755102040816326,0.76,0.7676767676767676,100,0.76,0.955670707070707
shrew,0.7087378640776699,0.73,0.7192118226600985,100,0.73,0.9140171717171717
skunk,0.7878787878787878,0.78,0.7839195979899497,100,0.78,0.9431484848484848
skyscraper,0.76,0.76,0.76,100,0.76,0.9694202020202021
snail,0.75,0.72,0.7346938775510204,100,0.72,0.8876353535353536
snake,0.693069306930693,0.7,0.6965174129353234,100,0.7,0.8967020202020202
spider,0.8314606741573034,0.74,0.783068783068783,100,0.74,0.9157040404040404
squirrel,0.7040816326530612,0.69,0.696969696969697,100,0.69,0.9035676767676767
streetcar,0.7117117117117117,0.79,0.7488151658767772,100,0.79,0.959319191919192
sunflower,0.7525773195876289,0.73,0.7411167512690355,100,0.73,0.927479797979798
sweet_pepper,0.7403846153846154,0.77,0.7549019607843137,100,0.77,0.9648454545454545
table,0.7978723404255319,0.75,0.7731958762886598,100,0.75,0.9420171717171717
tank,0.7452830188679245,0.79,0.7669902912621359,100,0.79,0.9527252525252525
telephone,0.8144329896907216,0.79,0.8020304568527918,100,0.79,0.9363393939393939
television,0.7211538461538461,0.75,0.7352941176470589,100,0.75,0.9324131313131312
tiger,0.7745098039215687,0.79,0.7821782178217822,100,0.79,0.9721979797979797
tractor,0.6696428571428571,0.75,0.7075471698113207,100,0.75,0.935910101010101
train,0.7894736842105263,0.75,0.7692307692307693,100,0.75,0.950389898989899
trout,0.7523809523809524,0.79,0.7707317073170732,100,0.79,0.9361424242424243
tulip,0.7549019607843137,0.77,0.7623762376237624,100,0.77,0.9349737373737375
turtle,0.7368421052631579,0.7,0.717948717948718,100,0.7,0.9223777777777779
wardrobe,0.7864077669902912,0.81,0.7980295566502463,100,0.81,0.9446626262626262
whale,0.6990291262135923,0.72,0.7093596059113301,100,0.72,0.9239404040404041
willow_tree,0.7835051546391752,0.76,0.7715736040609137,100,0.76,0.9226262626262626
wolf,0.8111111111111111,0.73,0.7684210526315789,100,0.73,0.9134363636363636
woman,0.7282608695652174,0.67,0.6979166666666666,100,0.67,0.8874353535353535
worm,0.6810344827586207,0.79,0.7314814814814815,100,0.79,0.9458474747474748
macro_avg,0.7497848387632142,0.7485000000000003,0.7482712473825747,10000,0.7485000000000003,0.9343901313131314
weighted_avg,0.7497848387632142,0.7485,0.7482712473825746,10000,0.7485000000000003,0.9343901313131311
overall,,,,10000,0.7485,0.9343901313131314
